backtracks - DEFAULT

max,min,median,stdev,mean,whole_list,
27,0,1,15.307950004273378,9.333333333333334,1,0,27,,
24,0,1,13.576941236277534,8.333333333333334,1,0,24,,
3,0,1,1.5275252316519468,1.3333333333333333,1,0,3,,


