splits - DEFAULT

max,min,median,stdev,mean,whole_list,
57,0,3,32.07802986469088,20,3,0,57,,
49,0,2,27.730849247724095,17,2,0,49,,
9,0,2,4.725815626252609,3.6666666666666665,2,0,9,,


