backtracks - TK

max,min,median,stdev,mean,whole_list,
29,0,1,2.698996203318615,1.9327398615232443,0,0,0,0,0,1,0,0,0,1,15,0,1,0,0,1,0,0,0,0,0,4,1,0,0,0,2,1,0,0,1,0,2,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,2,3,2,0,2,0,0,3,0,4,0,0,6,1,0,9,0,0,0,0,2,2,2,8,0,2,0,1,1,0,0,2,9,4,2,0,0,3,0,4,1,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,4,0,0,0,3,2,1,1,4,1,2,0,0,2,3,13,0,1,1,6,0,0,5,0,2,1,1,1,2,0,0,4,0,8,1,0,0,3,2,1,0,0,1,0,2,0,0,0,0,0,0,3,6,0,0,0,0,16,6,0,4,0,2,2,1,0,2,10,0,0,0,6,0,0,0,1,0,3,2,0,0,0,0,2,0,5,0,0,0,0,4,4,1,4,2,2,0,3,1,1,0,4,1,0,0,2,3,0,0,1,0,1,1,0,2,1,1,1,0,1,1,0,5,0,1,2,0,0,1,4,0,5,1,0,0,5,0,0,0,0,0,2,0,0,4,6,1,4,3,0,1,0,6,3,0,0,0,2,1,0,0,0,4,1,0,2,6,6,0,2,3,0,1,1,3,0,0,11,3,0,1,0,0,0,1,4,0,3,0,4,0,0,4,2,0,1,3,1,0,1,2,0,0,0,3,0,0,0,4,0,29,1,0,1,2,0,3,0,4,0,3,5,0,1,2,1,0,3,0,0,1,0,0,3,0,0,1,2,0,0,1,1,2,0,3,0,2,0,0,3,3,0,1,2,1,2,4,0,1,0,1,0,2,0,0,0,2,0,0,0,2,1,6,0,0,7,10,0,2,0,0,3,1,0,2,8,0,2,1,1,2,1,0,2,1,8,0,0,1,2,1,4,2,1,2,1,1,7,1,1,3,2,0,0,1,3,1,0,10,1,3,1,0,1,0,0,3,0,6,1,13,0,0,0,0,0,4,5,0,4,0,2,1,3,1,4,2,0,1,0,1,0,2,1,0,0,3,1,10,0,0,1,2,0,2,0,5,1,1,0,4,1,0,2,2,0,0,2,0,0,3,13,13,0,1,9,0,0,1,2,1,1,6,3,0,0,2,0,0,7,9,0,0,3,2,17,0,2,0,0,0,3,0,2,3,1,1,4,2,2,1,1,3,7,3,4,2,0,0,2,8,1,2,2,2,0,5,1,3,0,1,3,5,1,0,0,0,0,1,0,2,1,0,3,1,0,0,0,2,0,1,1,0,9,0,4,1,0,2,1,3,2,1,1,2,2,14,5,0,4,0,1,0,2,0,0,0,2,4,1,4,4,9,0,0,5,2,0,7,0,1,3,2,0,0,3,0,2,0,9,0,2,1,1,8,0,8,7,1,0,0,0,1,1,0,1,2,1,0,0,0,5,1,0,4,2,0,0,3,3,0,4,0,7,8,0,2,3,4,1,0,1,0,4,1,1,4,1,1,4,1,8,5,0,1,2,2,0,0,10,1,1,9,5,1,5,1,1,0,4,2,1,10,0,0,2,0,4,2,1,2,1,1,0,1,0,0,4,4,1,1,1,0,0,2,0,1,4,0,4,2,11,3,3,1,2,12,4,2,1,1,0,1,1,1,4,0,8,0,2,3,2,11,1,1,1,8,1,2,4,0,0,4,2,2,0,9,2,2,1,1,8,1,3,0,1,1,3,2,0,9,0,4,9,1,5,7,1,0,3,3,6,3,0,3,7,3,0,0,4,0,6,2,0,0,4,3,4,3,10,5,3,1,2,5,2,1,8,6,0,0,0,0,0,2,2,1,0,0,2,11,2,0,1,3,0,2,0,4,2,0,7,0,3,0,1,1,2,3,7,7,0,0,4,0,2,0,0,2,0,2,3,3,6,2,2,1,2,2,1,5,4,0,0,4,0,2,1,2,1,4,7,6,0,1,0,4,0,1,2,0,3,1,0,5,1,1,1,0,1,2,1,3,0,0,2,2,1,2,5,8,0,2,1,1,2,3,0,2,0,8,0,0,2,0,1,3,6,0,4,1,0,5,2,2,0,6,2,1,6,8,6,0,0,3,1,1,3,0,2,4,0,1,1,4,0,10,3,3,3,3,5,0,1,5,2,4,0,2,5,2,1,4,1,2,3,3,0,0,1,2,3,2,1,6,0,4,8,5,0,0,2,1,4,2,2,0,11,2,5,9,0,1,2,1,3,1,5,3,1,1,0,3,0,1,0,14,,


